city,country,country_clean,continent_name,median_salary,average_salary,rent_usd_proxy,utilities_usd_proxy,grocery_item_price_median,salary_pr,rent_pr,grocery_pr,utilities_pr,affordability_score,cluster_label
Temecula,United States,United States,Northern America,6966,7925,2883.335,87.5,4.39,0.880446005,0.97953898,0.954777982,0.53828877,47.74682224,High Salary–Moderate Cost
Bijeljina,Bosnia And Herzegovina,Bosnia And Herzegovina,,,,235.17,107.51,1.225,,0.195545196,0.205443012,0.762352941,,
Bremerhaven,Germany,Germany,Europe,3731.5,4048.63,807.875,101.86,2.11,0.603964485,0.601657602,0.529772867,0.70171123,51.05277071,Low Salary–Low Cost
Clovis,United States,United States,Northern America,6966,7925,900,62.5,3.72,0.880446005,0.642968143,0.885205648,0.234117647,59.07339546,High Salary–High Cost
Mulhouse,France,France,Europe,3769.56,4377.38,595.365,133.47,2.71,0.630807351,0.487179487,0.694802537,0.913582888,50.89691518,Low Salary–Low Cost
Meridian,United States,United States,Northern America,6966,7925,,250,3.09,0.880446005,,0.782484142,0.99315508,,
Bintulu,Malaysia,Malaysia,Asia,1236.17,1406.38,,45.47,1.14,0.268944869,,0.159504809,0.109090909,,
Rotherham,United Kingdom,United Kingdom,Europe,6300,7235.37,553.5,85.08,2.07,0.728370845,0.457653458,0.511663597,0.507486631,62.20650068,High Salary–High Cost
Saanich,Canada,Canada,Northern America,6311.03,7352.94,1852.875,86.47,3.125,0.757278546,0.904428904,0.788418253,0.524385027,46.86291452,High Salary–High Cost
Recklinghausen,Germany,Germany,Europe,3731.5,4048.63,843,101.86,2.16,0.603964485,0.617197617,0.549212196,0.70171123,50.27548375,Low Salary–Low Cost
The Woodlands,United States,United States,Northern America,6966,7925,2175,72.5,2.99,0.880446005,0.941724942,0.755064457,0.343636364,53.65970573,High Salary–High Cost
Hualien,Taiwan,Taiwan,Asia,3571.43,4037.27,192.29,91.44,2.35,0.561841834,0.149184149,0.60333538,0.587272727,59.35941672,Low Salary–Low Cost
Erlangen,Germany,Germany,Europe,3731.5,4048.63,855.185,105.37,2.37,0.603964485,0.625744626,0.609064866,0.736470588,48.69095834,Low Salary–Low Cost
Ponce,Puerto Rico,Puerto Rico,Caribbean,1483,1683,616.665,121.67,2.5,0.29207103,0.497927998,0.642930223,0.859572193,34.99888615,Low Salary–Low Cost
Jendouba,Tunisia,Tunisia,Africa,1088.33,1239.75,50.73,21.53,0.46,0.237559364,0.002590003,0.002353182,0.011229947,61.71000477,High Cost–Low Salary
Bergisch Gladbach,Germany,Germany,Europe,3731.5,4048.63,,147.52,2.11,0.603964485,,0.529772867,0.945347594,,
Vicenza,Italy,Italy,Europe,3467.23,3868.92,630.93,105.37,2.355,0.533037374,0.504791505,0.604358502,0.736470588,48.26255807,Low Salary–Low Cost
Novyy Urengoy,Russia,Russia,Europe,975.51,1065.68,720,104,1.76,0.211232707,0.554131054,0.438203397,0.721283422,34.33787395,Low Salary–Low Cost
Kristiansand,Norway,Norway,Europe,4420.02,4786.34,1121.695,152.84,3.315,0.675820772,0.72960373,0.826273788,0.954652406,44.25220759,Low Salary–Low Cost
Costa Mesa,United States,United States,Northern America,6966,7925,2877.5,128.33,2.2,0.880446005,0.979279979,0.560261919,0.89657754,53.85217466,High Salary–Moderate Cost
San Carlos de Bariloche,Argentina,Argentina,South America,110.28,129.42,288.335,100,1.5,0.009911212,0.242683243,0.334356456,0.681604278,34.33332903,High Cost–Low Salary
Monroe,United States,United States,Northern America,6966,7925,693.75,75,2.77,0.880446005,0.53988604,0.70943319,0.376898396,64.45199345,High Salary–High Cost
Shkoder,Albania,Albania,Europe,832.84,956.92,185.475,64.2,1.315,0.175924014,0.138824139,0.251483528,0.25144385,49.03870743,High Cost–Low Salary
Utica,United States,United States,Northern America,6966,7925,1041.665,73.33,4,0.880446005,0.698264698,0.919991815,0.351229947,56.40969674,High Salary–High Cost
Laoag,Philippines,Philippines,Asia,728.78,790.54,421.635,143.54,1.17,0.156721041,0.364672365,0.175977082,0.935294118,40.52323069,Low Salary–Low Cost
Remscheid,Germany,Germany,Europe,3731.5,4048.63,605.905,84.3,2.065,0.603964485,0.493913494,0.510742787,0.49026738,55.18419426,Low Salary–Low Cost
Jena,Germany,Germany,Europe,3731.5,4048.63,737.62,103.62,2.3,0.603964485,0.561253561,0.588295478,0.718930481,50.80632325,Low Salary–Low Cost
Funchal,Portugal,Portugal,Europe,2537,2917.55,952.765,80.35,1.42,0.454160644,0.665112665,0.299263352,0.44513369,47.8692801,High Cost–Low Salary
Nancy,France,France,Europe,3769.56,4377.38,543.73,84.3,2.285,0.630807351,0.452473452,0.584714549,0.49026738,56.08290335,Low Salary–Low Cost
Araruama,Brazil,Brazil,South America,1490.04,1711.16,239.49,38.32,1.485,0.310241586,0.2002072,0.326171475,0.074759358,53.60967299,High Cost–Low Salary
Jaen,Spain,Spain,Europe,2579.28,2875.26,447.84,73.76,1.67,0.47005988,0.381118881,0.412727645,0.358823529,53.92635144,High Cost–Low Salary
Maidstone,United Kingdom,United Kingdom,Europe,6300,7235.37,2030.935,111.03,3.015,0.728370845,0.927738928,0.768671987,0.788877005,43.90724427,High Salary–High Cost
Terni,Italy,Italy,Europe,3467.23,3868.92,557.61,71.13,2.18,0.533037374,0.459077959,0.554941682,0.327379679,52.43918766,Low Salary–Low Cost
Zhukovskiy,Russia,Russia,Europe,975.51,1065.68,412,114.25,1.56,0.211232707,0.355089355,0.3631062,0.812834225,40.35810635,Low Salary–Low Cost
West Palm Beach,United States,United States,Northern America,6966,7925,2666.665,90.75,3.41,0.880446005,0.972157472,0.841518314,0.578074866,49.99762281,High Salary–Moderate Cost
Everett,United States,United States,Northern America,6966,7925,2120.835,101.21,3.34,0.880446005,0.937710438,0.83046859,0.696256684,50.48888406,High Salary–Moderate Cost
Namur,Belgium,Belgium,Europe,5729.39,6522.2,763.965,105.37,2.35,0.707619244,0.578218078,0.60333538,0.736470588,55.17644973,High Salary–High Cost
Trier,Germany,Germany,Europe,3731.5,4048.63,941.785,104.06,2.315,0.603964485,0.658249158,0.592899529,0.722245989,48.27277475,Low Salary–Low Cost
Tuzla,Bosnia And Herzegovina,Bosnia And Herzegovina,,,,245.39,76.6,1.32,,0.206423206,0.254143646,0.390374332,,
Manzini,Swaziland,Swaziland,Africa,204.56,239.53,199.595,95.25,1.26,0.018067314,0.157213157,0.223654594,0.632299465,39.33844755,High Cost–Low Salary
Winterthur,Switzerland,Switzerland,Europe,9836.07,11292.9,1863.11,160.27,3.84,0.995663845,0.905982906,0.899529364,0.965561497,54.31522483,High Salary–Moderate Cost
Murom,Russia,Russia,Europe,975.51,1065.68,,117.77,1.68,0.211232707,,0.416103949,0.833048128,,
Alkmaar,Netherlands,Netherlands,Europe,4756.87,5179.7,1363.285,140.5,2.155,0.69295891,0.80989381,0.547677512,0.928983957,48.80213022,Low Salary–Low Cost
El Centro,United States,United States,Northern America,6966,7925,1700,225,5,0.880446005,0.879176379,0.978105177,0.991016043,47.52570699,High Salary–Moderate Cost
Jawhar,Somalia,Somalia,Africa,392.16,455.19,,54.25,1.135,0.098905637,,0.157151627,0.16802139,,
Basingstoke,United Kingdom,United Kingdom,Europe,6300,7235.37,1209.5,98.4,2.46,0.728370845,0.759388759,0.634949867,0.663315508,51.41824836,High Salary–High Cost
Tarnow,Poland,Poland,Europe,1496.57,1736.84,315.52,57.285,1.13,0.333987198,0.268971769,0.153468386,0.19315508,55.93992257,High Cost–Low Salary
Gafsa,Tunisia,Tunisia,Africa,1088.33,1239.75,66.605,37.17,0.52,0.237559364,0.011137011,0.003785554,0.067486631,61.1863987,High Cost–Low Salary
Downey,United States,United States,Northern America,6966,7925,,92.5,2.92,0.880446005,,0.740740741,0.597326203,,
Spring Hill,United States,United States,Northern America,6966,7925,,105,4,0.880446005,,0.919991815,0.72802139,,
Sonsonate,El Salvador,El Salvador,Central America,1470,1710,,90,2.125,0.290625645,,0.539287907,0.567486631,,
Lowell,United States,United States,Northern America,6966,7925,2885,77.5,4.39,0.880446005,0.97979798,0.954777982,0.404919786,48.40719215,High Salary–Moderate Cost
Nikopol,Ukraine,Ukraine,Europe,530.73,622.8,115.585,54.39,0.82,0.115011357,0.057368557,0.047370575,0.169839572,52.51974453,High Cost–Low Salary
Mascara,Algeria,Algeria,Africa,1148.84,1308.81,95.835,65.1,0.72,0.252632666,0.037814038,0.025475752,0.265882353,59.84735554,High Cost–Low Salary
Drammen,Norway,Norway,Europe,4420.02,4786.34,1233.01,148.99,4.35,0.675820772,0.767547268,0.952936362,0.947165775,40.80780081,High Salary–High Cost
Taitung,Taiwan,Taiwan,Asia,3571.43,4037.27,932.805,81.81,3.24,0.561841834,0.655270655,0.811745447,0.461818182,43.16632545,Low Salary–Low Cost
Pisco,Peru,Peru,South America,1825.86,1997.36,,71.32,1.54,0.392525294,,0.353898097,0.329839572,,
Kecskemet,Hungary,Hungary,Europe,1227.46,1344.23,334.24,109.27,1.075,0.261717943,0.28982129,0.129220381,0.774759358,49.38216052,High Cost–Low Salary
Chorzow,Poland,Poland,Europe,1496.57,1736.84,450.75,75.05,1.12,0.333987198,0.385133385,0.146101903,0.379679144,52.25059149,High Cost–Low Salary
Bend,United States,United States,Northern America,6966,7925,2530,103.33,4.68,0.880446005,0.964775965,0.970124821,0.715721925,46.92179506,High Salary–Moderate Cost
Cavite City,Philippines,Philippines,Asia,728.78,790.54,152.51,60.31,1.605,0.156721041,0.103988604,0.385819521,0.217540107,46.43224598,High Cost–Low Salary
Caen,France,France,Europe,3769.56,4377.38,755.185,108.01,2.11,0.630807351,0.573944574,0.529772867,0.765561497,52.76848837,Low Salary–Low Cost
Uitenhage,South Africa,South Africa,Africa,1441.44,1658.72,199.595,75.09,1.35,0.286908941,0.157213157,0.268876611,0.380320856,53.1359816,High Cost–Low Salary
Kasserine,Tunisia,Tunisia,Africa,1088.33,1239.75,69.705,25.17,0.715,0.237559364,0.013727014,0.024145693,0.020320856,60.95027473,High Cost–Low Salary
Crawley,United Kingdom,United Kingdom,Europe,6300,7235.37,1301.75,86.1,2.115,0.728370845,0.795389795,0.537548598,0.520534759,53.18015158,High Salary–High Cost
Botosani,Romania,Romania,Europe,1739.87,1921.11,299.99,92.7,1.105,0.385091885,0.255892256,0.139553919,0.600641711,57.06300094,High Cost–Low Salary
Lewisville,United States,United States,Northern America,6966,7925,1875,90,2.8,0.880446005,0.907407407,0.715571926,0.567486631,54.18824338,High Salary–High Cost
Gresham,United States,United States,Northern America,6966,7925,2175,75,3.38,0.880446005,0.941724942,0.836914262,0.376898396,51.85639946,High Salary–Moderate Cost
Samsun,Turkey,Turkey,Asia,254.1,286.13,167.705,70.44,1.235,0.0415032,0.121989122,0.210660937,0.324064171,43.19189238,High Cost–Low Salary
Hillsboro,United States,United States,Northern America,6966,7925,1777.085,93.33,3.95,0.880446005,0.890701891,0.911806834,0.60513369,50.49294782,High Salary–High Cost
Worthing,United Kingdom,United Kingdom,Europe,6300,7235.37,1291.5,106.6,2.46,0.728370845,0.78995079,0.634949867,0.749304813,50.22425107,High Salary–High Cost
Moncton,Canada,Canada,Northern America,6311.03,7352.94,972.225,93.88,3.645,0.757278546,0.672364672,0.875997545,0.609839572,50.48566176,High Salary–High Cost
Matruh,Egypt,Egypt,Africa,254.53,298.51,122.09,28.49,0.61,0.049969027,0.066304066,0.010538162,0.02855615,50.48730572,High Cost–Low Salary
Salford,United Kingdom,United Kingdom,Europe,6300,7235.37,1276.025,86.1,1.94,0.728370845,0.785288785,0.483016165,0.520534759,54.52332549,High Salary–High Cost
Yasuj,Iran,Iran,Asia,932.63,1070.97,290.485,106.71,1.305,0.192649184,0.245273245,0.246367915,0.752085561,44.81284198,High Cost–Low Salary
Siauliai,Lithuania,Lithuania,Europe,903.87466,997.90189,364.86,94.84,1.525,0.18666116,0.31960632,0.346224678,0.622459893,41.30610701,High Cost–Low Salary
Sivas,Turkey,Turkey,Asia,254.1,286.13,65.74,53.67,0.55,0.0415032,0.010878011,0.005934111,0.162459893,50.87222807,High Cost–Low Salary
Koszalin,Poland,Poland,Europe,1496.57,1736.84,259.18,84.52,1.315,0.333987198,0.219373219,0.251483528,0.498074866,53.69498453,High Cost–Low Salary
Tagbilaran City,Philippines,Philippines,Asia,728.78,790.54,538.26,26.91,1.485,0.156721041,0.447811448,0.326171475,0.022994652,40.00236307,High Cost–Low Salary
Emmen,Netherlands,Netherlands,Europe,4756.87,5179.7,860.555,105.37,2.13,0.69295891,0.627039627,0.541334152,0.736470588,54.46291883,Low Salary–Low Cost
Courbevoic,France,France,Europe,3769.56,4377.38,,,2.69,0.630807351,,0.693063229,,,
Yevpatoriia,Ukraine,Ukraine,Europe,530.73,622.8,,64.81,1.62,0.115011357,,0.394209126,0.260641711,,
Launceston,Australia,Australia,Oceania,4306.45,4903.23,970.1,135.92,2.61,0.666632253,0.671846672,0.667075916,0.918502674,48.60141416,Low Salary–Low Cost
Kefar Sava,Israel,Israel,,,,1340.75,161.48,2.735,,0.802900803,0.701657459,0.967058824,,
League City,United States,United States,Northern America,6966,7925,1200,165,3.86,0.880446005,0.755115255,0.904542664,0.969304813,52.2070415,High Salary–High Cost
Eau Claire,United States,United States,Northern America,6966,7925,875,99.5,4.12,0.880446005,0.631572132,0.934417843,0.672085561,56.18421227,High Salary–High Cost
Temple,United States,United States,Northern America,6966,7925,,125,3.17,0.880446005,,0.801514221,0.879572193,,
Turlock,United States,United States,Northern America,6966,7925,1500,100,3.085,0.880446005,0.838124838,0.781870268,0.681604278,54.02375252,High Salary–High Cost
Chichicastenango,Guatemala,Guatemala,Central America,1222.65,1335.88,356.61,98.07,1.4,0.256659096,0.312872313,0.291589932,0.658395722,45.8873697,High Cost–Low Salary
Monastir,Tunisia,Tunisia,Africa,1088.33,1239.75,152.695,59.89,0.76,0.237559364,0.104636105,0.033046859,0.211657754,57.54283964,High Cost–Low Salary
Nakhon Si Thammarat,Thailand,Thailand,Asia,2432.28,2662.11,292.8,41.4,1.08,0.444972125,0.248381248,0.131778187,0.088770053,62.95966102,High Cost–Low Salary
Sioux City,United States,United States,Northern America,6966,7925,946.26,165,4.64,0.880446005,0.66019166,0.969101698,0.969304813,53.28895069,High Salary–High Cost
Passos,Brazil,Brazil,South America,1490.04,1711.16,,47.9,1.39,0.310241586,,0.28831594,0.119465241,,
Trincomalee,Sri Lanka,Sri Lanka,Asia,249.68,278.41,,48.81,1,0.032314681,,0.098731328,0.125454545,,
Tikrit,Iraq,Iraq,Asia,1382.38,1573.31,,87.12,1.165,0.28050795,,0.173214651,0.535935829,,
Brovary,Ukraine,Ukraine,Europe,530.73,622.8,217.57,35.36,1.16,0.115011357,0.178451178,0.170554532,0.058395722,47.58621911,High Cost–Low Salary
Bulan,Philippines,Philippines,Asia,728.78,790.54,80.74,53.83,1.57,0.156721041,0.022144522,0.367607939,0.165454545,49.10300746,High Cost–Low Salary
Highlands Ranch,United States,United States,Northern America,6966,7925,2515,115,4.07,0.880446005,0.963480963,0.930734602,0.81828877,47.22914025,High Salary–Moderate Cost
Liberec,Czech Republic,Czech Republic,Europe,2310.03,2653.06,578.585,98.05,1.475,0.43660954,0.477078477,0.320748926,0.657967914,50.19869696,Low Salary–Low Cost
Novara,Italy,Italy,Europe,3467.23,3868.92,679.665,118.81,2.23,0.533037374,0.530691531,0.570186208,0.837433155,47.79369047,Low Salary–Low Cost
Moers,Germany,Germany,Europe,3731.5,4048.63,,105.37,2.215,0.603964485,,0.565786781,0.736470588,,
Erzurum,Turkey,Turkey,Asia,254.1,286.13,114.035,44.04,1.015,0.0415032,0.055685056,0.104460814,0.100534759,48.09114355,High Cost–Low Salary
Waterloo,Canada,Canada,Northern America,6311.03,7352.94,1457.93,90.58,2.885,0.757278546,0.827764828,0.733578883,0.575508021,49.62068886,High Salary–High Cost
Texcoco,Mexico,Mexico,Central America,1681.97,1917.34,,128.925,1.55,0.367953748,,0.358706773,0.898181818,,
Balanga,Philippines,Philippines,Asia,728.78,790.54,143.54,62.49,1.55,0.156721041,0.094146594,0.358706773,0.233048128,47.14301108,High Cost–Low Salary
Salzgitter,Germany,Germany,Europe,3731.5,4048.63,447.84,93.78,2.15,0.603964485,0.382284382,0.546347452,0.608983957,56.66924585,Low Salary–Low Cost
Girona,Spain,Spain,Europe,2579.28,2875.26,867.07,112.4,2.09,0.47005988,0.628852629,0.517188459,0.797860963,43.44860429,Low Salary–Low Cost
Malatya,Turkey,Turkey,Asia,254.1,286.13,155.63,39.94,0.995,0.0415032,0.108003108,0.09699202,0.080213904,47.03417241,High Cost–Low Salary
Konotop,Ukraine,Ukraine,Europe,530.73,622.8,52.35,67.99,0.68,0.115011357,0.003885004,0.018723143,0.292406417,53.81694779,High Cost–Low Salary
Wichita Falls,United States,United States,Northern America,6966,7925,,100,3.31,0.880446005,,0.824432167,0.681604278,,
Sergiyev Posad,Russia,Russia,Europe,975.51,1065.68,640,117.33,1.655,0.211232707,0.512561513,0.408737467,0.83026738,35.4215113,Low Salary–Low Cost
Worcester,United Kingdom,United Kingdom,Europe,6300,7235.37,976.315,83.64,2.64,0.728370845,0.675990676,0.680581134,0.480641711,53.5039441,High Salary–High Cost
Delft,Netherlands,Netherlands,Europe,4756.87,5179.7,1279.64,121.18,2.43,0.69295891,0.786324786,0.626560262,0.855828877,48.17947621,Low Salary–Low Cost
Norwalk,United States,United States,Northern America,6966,7925,3050,83.33,3,0.880446005,0.986402486,0.761203192,0.474010695,51.76812075,High Salary–Moderate Cost
Lower Hutt,New Zealand,New Zealand,Oceania,4196.41,4870.06,990.16,112.24,2.57,0.651662193,0.680652681,0.658379374,0.796684492,48.41578269,Low Salary–Low Cost
Eastbourne,United Kingdom,United Kingdom,Europe,6300,7235.37,1107,129.15,2.52,0.728370845,0.723517224,0.646715777,0.899465241,50.8989699,High Salary–High Cost
Tourcoing,France,France,Europe,3769.56,4377.38,632.25,94.84,2.01,0.630807351,0.508288008,0.500204625,0.622459893,55.71677538,Low Salary–Low Cost
Wigan,United Kingdom,United Kingdom,Europe,6300,7235.37,502.25,98.4,2.13,0.728370845,0.417767418,0.541334152,0.663315508,61.8310962,High Salary–High Cost
Balti,Moldova,Moldova,Europe,1318.68,1467.03,189.645,76.9,0.76,0.275758827,0.144781145,0.033046859,0.396256684,57.52619214,High Cost–Low Salary
Siegen,Germany,Germany,Europe,3731.5,4048.63,824.555,129.08,2,0.603964485,0.608650609,0.496726008,0.899037433,50.5522517,Low Salary–Low Cost
Diyarbakir,Turkey,Turkey,Asia,254.1,286.13,173.52,51.88,1.135,0.0415032,0.126133126,0.157151627,0.147593583,45.04083142,High Cost–Low Salary
Nyeri,Kenya,Kenya,Africa,863.29,991.43,130.455,26.91,1.35,0.182841214,0.077700078,0.268876611,0.022994652,51.70705327,High Cost–Low Salary
Manteca,United States,United States,Northern America,6966,7925,,,5,0.880446005,,0.978105177,,,
Araxa,Brazil,Brazil,South America,1490.04,1711.16,,114.96,2.205,0.310241586,,0.561796603,0.81657754,,
Piacenza,Italy,Italy,Europe,3467.23,3868.92,772.75,155.43,2.46,0.533037374,0.583009583,0.634949867,0.955828877,44.59848738,Low Salary–Low Cost
Almirante Tamandare,Brazil,Brazil,South America,1490.04,1711.16,95.8,57.48,1.53,0.310241586,0.037425537,0.348987109,0.195080214,56.62129761,High Cost–Low Salary
Hildesheim,Germany,Germany,Europe,3731.5,4048.63,899.635,80.79,2.205,0.603964485,0.641284641,0.561796603,0.451336898,50.67349165,Low Salary–Low Cost
Satu Mare,Romania,Romania,Europe,1739.87,1921.11,254.22,81.86,1.315,0.385091885,0.215229215,0.251483528,0.462566845,56.5313591,High Cost–Low Salary
Sangju,South Korea,South Korea,Asia,2593.42,2889.81,460.94,52.24,3.46,0.483378071,0.38953639,0.848884796,0.150053476,46.70253053,Low Salary–Low Cost
El Cajon,United States,United States,Northern America,6966,7925,2550,125,2.18,0.880446005,0.966070966,0.554941682,0.879572193,54.37383147,High Salary–Moderate Cost
Nikaia,Greece,Greece,Europe,2241.01,2579.28,279.245,115.91,1.9,0.426698327,0.233877234,0.472478003,0.824812834,51.9143613,Low Salary–Low Cost
Vitry-sur-Seine,France,France,Europe,3769.56,4377.38,1369.87,110.645,1.83,0.630807351,0.811059311,0.457949662,0.786737968,48.17120168,Low Salary–Low Cost
Leuven,Belgium,Belgium,Europe,5729.39,6522.2,1011.135,129.46,2.455,0.707619244,0.68971769,0.632903622,0.899786096,50.98101705,High Salary–High Cost
Longmont,United States,United States,Northern America,6966,7925,2400,80,4,0.880446005,0.956876457,0.919991815,0.436470588,49.51819956,High Salary–Moderate Cost
Delta,Canada,Canada,Northern America,6311.03,7352.94,982.02,84,2.59,0.757278546,0.677544678,0.661755678,0.483529412,55.27254975,High Salary–High Cost
Klagenfurt,Austria,Austria,Europe,3572.94,4016.91,783.72,158.06,2.72,0.564629362,0.588448588,0.697360344,0.960320856,44.77144223,Low Salary–Low Cost
Dhangadhi,Nepal,Nepal,Asia,551.13,608.2,30.755,14.61,0.62,0.122651249,0.001036001,0.012277471,0.003208556,55.84507024,High Cost–Low Salary
Burbank,United States,United States,Northern America,6966,7925,2000,113.245,5.5,0.880446005,0.922040922,0.986494782,0.803208556,47.22533875,High Salary–Moderate Cost
